Log_File,Child_Node,Reward
geometric_shapes_45,55,0.38
geometric_shapes_45,56,0.3
geometric_shapes_45,57,0.4
epistemic_5,1,0.52
epistemic_5,2,0.52
epistemic_5,3,0.52
epistemic_5,4,0.84
epistemic_5,5,0.48
epistemic_5,6,0.32
epistemic_5,7,0.78
epistemic_5,8,0.62
epistemic_5,9,0.62
epistemic_5,10,0.56
epistemic_5,11,0.66
epistemic_5,12,0.6
epistemic_5,13,0.8
epistemic_5,14,0.54
epistemic_5,15,0.52
epistemic_5,16,0.72
epistemic_5,17,0.7
epistemic_5,18,0.7
epistemic_5,19,0.7
epistemic_5,20,0.78
epistemic_5,21,0.42
epistemic_5,22,0.74
epistemic_5,23,0.8
epistemic_5,24,0.84
epistemic_5,25,0.58
epistemic_5,26,0.42
epistemic_5,27,0.72
epistemic_5,28,0.64
epistemic_5,29,0.66
epistemic_5,30,0.7
epistemic_100,1,0.74
epistemic_100,2,0.72
epistemic_100,3,0.52
epistemic_100,4,0.74
epistemic_100,5,0.48
epistemic_100,6,0.64
epistemic_100,7,0.6
epistemic_100,8,0.58
epistemic_100,9,0.7
epistemic_100,10,0.68
epistemic_100,11,0.68
epistemic_100,12,0.76
epistemic_100,13,0.68
epistemic_100,14,0.74
epistemic_100,15,0.68
epistemic_100,16,0.68
epistemic_100,17,0.72
epistemic_100,18,0.58
epistemic_100,19,0.82
epistemic_100,20,0.8
epistemic_100,21,0.74
epistemic_100,22,0.64
epistemic_100,23,0.7
epistemic_100,24,0.7
epistemic_100,25,0.72
epistemic_100,26,0.66
epistemic_100,27,0.66
epistemic_100,28,0.7
epistemic_100,29,0.62
epistemic_100,30,0.72
epistemic_100,31,0.66
epistemic_100,32,0.66
epistemic_100,33,0.68
penguins_in_a_table_10,1,0.76
penguins_in_a_table_10,2,0.78
penguins_in_a_table_10,3,0.76
penguins_in_a_table_10,4,0.92
penguins_in_a_table_10,5,0.76
penguins_in_a_table_10,6,0.88
penguins_in_a_table_10,7,0.76
penguins_in_a_table_10,8,0.86
penguins_in_a_table_10,9,0.64
penguins_in_a_table_10,10,0.82
penguins_in_a_table_10,11,0.58
penguins_in_a_table_10,12,0.6
penguins_in_a_table_10,13,0.84
penguins_in_a_table_10,14,0.84
penguins_in_a_table_10,15,0.76
penguins_in_a_table_10,16,0.56
penguins_in_a_table_10,17,0.64
penguins_in_a_table_10,18,0.58
penguins_in_a_table_10,19,0.76
penguins_in_a_table_10,20,0.88
penguins_in_a_table_10,21,0.78
penguins_in_a_table_10,22,0.82
penguins_in_a_table_10,23,0.74
penguins_in_a_table_10,24,0.88
penguins_in_a_table_10,25,0.9
penguins_in_a_table_10,26,0.66
penguins_in_a_table_10,27,0.8
penguins_in_a_table_10,28,0.88
penguins_in_a_table_10,29,0.8
penguins_in_a_table_10,30,0.88
geometric_shapes_30,1,0.2
geometric_shapes_30,2,0.3
geometric_shapes_30,3,0.2
geometric_shapes_30,4,0.34
geometric_shapes_30,5,0.36
geometric_shapes_30,6,0.42
geometric_shapes_30,7,0.34
geometric_shapes_30,8,0.4
geometric_shapes_30,9,0.3
geometric_shapes_30,10,0.34
geometric_shapes_30,11,0.36
geometric_shapes_30,12,0.34
geometric_shapes_30,13,0.4
geometric_shapes_30,14,0.34
geometric_shapes_30,15,0.3
geometric_shapes_30,16,0.4
geometric_shapes_30,17,0.36
geometric_shapes_30,18,0.42
geometric_shapes_30,19,0.38
geometric_shapes_30,20,0.44
geometric_shapes_30,21,0.28
geometric_shapes_30,22,0.38
geometric_shapes_30,23,0.3
geometric_shapes_30,24,0.24
geometric_shapes_30,25,0.46
geometric_shapes_30,26,0.42
geometric_shapes_30,27,0.44
geometric_shapes_30,28,0.4
geometric_shapes_30,29,0.4
geometric_shapes_30,30,0.48
geometric_shapes_30,31,0.34
geometric_shapes_30,32,0.5
geometric_shapes_30,33,0.34
geometric_shapes_30,34,0.24
geometric_shapes_30,35,0.24
geometric_shapes_30,36,0.28
geometric_shapes_30,37,0.2
geometric_shapes_30,38,0.28
geometric_shapes_30,39,0.44
geometric_shapes_30,40,0.26
geometric_shapes_30,41,0.36
geometric_shapes_30,42,0.34
geometric_shapes_30,43,0.5
geometric_shapes_30,44,0.48
geometric_shapes_30,45,0.38
geometric_shapes_30,46,0.38
geometric_shapes_30,47,0.4
geometric_shapes_30,48,0.32
geometric_shapes_150,1,0.42
geometric_shapes_150,2,0.2
geometric_shapes_150,3,0.42
geometric_shapes_150,4,0.38
geometric_shapes_150,5,0.34
geometric_shapes_150,6,0.36
geometric_shapes_150,7,0.28
geometric_shapes_150,8,0.4
geometric_shapes_150,9,0.36
geometric_shapes_150,10,0.32
geometric_shapes_150,11,0.38
geometric_shapes_150,12,0.34
geometric_shapes_150,13,0.3
geometric_shapes_150,14,0.38
geometric_shapes_150,15,0.32
geometric_shapes_150,16,0.34
geometric_shapes_150,17,0.28
geometric_shapes_150,18,0.46
geometric_shapes_150,19,0.26
geometric_shapes_150,20,0.36
geometric_shapes_150,21,0.34
geometric_shapes_150,22,0.2
geometric_shapes_150,23,0.38
geometric_shapes_150,24,0.4
geometric_shapes_150,25,0.4
geometric_shapes_150,26,0.38
geometric_shapes_150,27,0.4
geometric_shapes_150,28,0.38
geometric_shapes_150,29,0.24
geometric_shapes_150,30,0.38
geometric_shapes_150,31,0.38
geometric_shapes_150,32,0.36
geometric_shapes_150,33,0.44
geometric_shapes_150,34,0.42
geometric_shapes_150,35,0.26
geometric_shapes_150,36,0.42
geometric_shapes_150,37,0.36
geometric_shapes_150,38,0.46
geometric_shapes_150,39,0.42
geometric_shapes_150,40,0.6
geometric_shapes_150,41,0.54
geometric_shapes_150,42,0.48
geometric_shapes_150,43,0.32
geometric_shapes_150,44,0.36
geometric_shapes_150,45,0.5
geometric_shapes_150,46,0.34
geometric_shapes_150,47,0.5
geometric_shapes_150,48,0.36
geometric_shapes_150,49,0.32
geometric_shapes_150,50,0.42
geometric_shapes_150,51,0.36
geometric_shapes_150,52,0.46
geometric_shapes_150,53,0.36
geometric_shapes_150,54,0.4
geometric_shapes_150,55,0.38
geometric_shapes_150,56,0.4
geometric_shapes_150,57,0.28
geometric_shapes_150,58,0.28
geometric_shapes_150,59,0.26
geometric_shapes_150,60,0.36
geometric_shapes_150,61,0.38
geometric_shapes_150,62,0.3
geometric_shapes_150,63,0.32
geometric_shapes_150,64,0.38
geometric_shapes_150,65,0.4
geometric_shapes_150,66,0.48
geometric_shapes_150,67,0.68
geometric_shapes_150,68,0.38
geometric_shapes_150,69,0.64
geometric_shapes_75,1,0.32
geometric_shapes_75,2,0.22
geometric_shapes_75,3,0.26
geometric_shapes_75,4,0.32
geometric_shapes_75,5,0.36
geometric_shapes_75,6,0.1
geometric_shapes_75,7,0.44
geometric_shapes_75,8,0.14
geometric_shapes_75,9,0.26
geometric_shapes_75,10,0.34
geometric_shapes_75,11,0.34
geometric_shapes_75,12,0.38
geometric_shapes_75,13,0.3
geometric_shapes_75,14,0.4
geometric_shapes_75,15,0.42
geometric_shapes_75,16,0.32
geometric_shapes_75,17,0.36
geometric_shapes_75,18,0.34
geometric_shapes_75,19,0.34
geometric_shapes_75,20,0.48
geometric_shapes_75,21,0.36
geometric_shapes_75,22,0.44
geometric_shapes_75,23,0.44
geometric_shapes_75,24,0.4
geometric_shapes_75,25,0.34
geometric_shapes_75,26,0.48
geometric_shapes_75,27,0.3
geometric_shapes_75,28,0.44
geometric_shapes_75,29,0.34
geometric_shapes_75,30,0.38
geometric_shapes_75,31,0.36
geometric_shapes_75,32,0.04
geometric_shapes_75,33,0.36
geometric_shapes_75,34,0.36
geometric_shapes_75,35,0.36
geometric_shapes_75,36,0.28
geometric_shapes_75,37,0.4
geometric_shapes_75,38,0.24
geometric_shapes_75,39,0.32
geometric_shapes_75,40,0.3
geometric_shapes_75,41,0.42
geometric_shapes_75,42,0.36
geometric_shapes_75,43,0.52
geometric_shapes_75,44,0.26
geometric_shapes_75,45,0.34
geometric_shapes_75,46,0.38
geometric_shapes_75,47,0.3
geometric_shapes_75,48,0.28
geometric_shapes_75,49,0.3
geometric_shapes_75,50,0.26
geometric_shapes_75,51,0.38
geometric_shapes_75,52,0.38
geometric_shapes_75,53,0.4
geometric_shapes_75,54,0.4
object_counting_60,1,0.32
object_counting_60,2,0.3
object_counting_60,3,0.18
object_counting_60,4,0.32
object_counting_60,5,0.32
object_counting_60,6,0.1
object_counting_60,7,0.14
object_counting_60,8,0.54
object_counting_60,9,0.24
object_counting_60,10,0.22
object_counting_60,11,0.86
object_counting_60,12,0.66
object_counting_60,13,0.54
object_counting_60,14,0.36
object_counting_60,15,0.28
object_counting_60,16,0.52
object_counting_60,17,0.54
object_counting_60,18,0.72
object_counting_60,19,0.8
object_counting_60,20,0.44
object_counting_60,21,0.8
object_counting_60,22,0.54
object_counting_60,23,0.74
object_counting_60,24,0.92
object_counting_60,25,0.8
object_counting_60,26,0.8
object_counting_60,27,0.7
object_counting_60,28,0.36
object_counting_60,29,0.72
object_counting_60,30,0.44
object_counting_60,31,0.6
object_counting_60,32,0.64
object_counting_60,33,0.68
penguins_in_a_table_14,1,0.7
penguins_in_a_table_14,2,0.74
penguins_in_a_table_14,3,0.76
penguins_in_a_table_14,4,0.66
penguins_in_a_table_14,5,0.8
penguins_in_a_table_14,6,0.66
penguins_in_a_table_14,7,0.82
penguins_in_a_table_14,8,0.86
penguins_in_a_table_14,9,0.94
penguins_in_a_table_14,10,0.9
penguins_in_a_table_14,11,0.84
penguins_in_a_table_14,12,0.96
penguins_in_a_table_14,13,0.9
penguins_in_a_table_14,14,0.86
penguins_in_a_table_14,15,0.86
penguins_in_a_table_14,16,0.82
penguins_in_a_table_14,17,0.82
penguins_in_a_table_14,18,0.9
penguins_in_a_table_14,19,0.92
penguins_in_a_table_14,20,0.9
penguins_in_a_table_14,21,0.94
penguins_in_a_table_14,22,0.9
penguins_in_a_table_14,23,0.9
penguins_in_a_table_14,24,0.88
penguins_in_a_table_14,25,0.92
penguins_in_a_table_14,26,0.86
penguins_in_a_table_14,27,0.78
penguins_in_a_table_14,28,0.46
penguins_in_a_table_14,29,0.52
penguins_in_a_table_14,30,0.74
penguins_in_a_table_14,31,0.82
penguins_in_a_table_14,32,0.52
penguins_in_a_table_14,33,0.88
penguins_in_a_table_14,34,0.68
penguins_in_a_table_14,35,0.6
penguins_in_a_table_14,36,0.74
object_counting_15,1,0.26
object_counting_15,2,0.26
object_counting_15,3,0.18
object_counting_15,4,0.02
object_counting_15,5,0.36
object_counting_15,6,0.22
object_counting_15,7,0.56
object_counting_15,8,0.1
object_counting_15,9,0.22
object_counting_15,10,0.48
object_counting_15,11,0.48
object_counting_15,12,0.58
object_counting_15,13,0.08
object_counting_15,14,0.12
object_counting_15,15,0.2
object_counting_15,16,0.42
object_counting_15,17,0.06
object_counting_15,18,0.02
object_counting_15,19,0.54
object_counting_15,20,0.6
object_counting_15,21,0.42
object_counting_15,22,0.2
object_counting_15,23,0.74
object_counting_15,24,0.3
object_counting_15,25,0.32
object_counting_15,26,0.06
object_counting_15,27,0.54
object_counting_15,28,0.2
object_counting_15,29,0.48
object_counting_15,30,0.16
object_counting_15,31,0.32
object_counting_15,32,0.4
object_counting_15,33,0.2
object_counting_15,34,0.3
object_counting_15,35,0
object_counting_15,36,0.5
object_counting_15,37,0.3
object_counting_15,38,0.64
object_counting_15,39,0.46
object_counting_15,40,0.58
object_counting_15,41,0.6
object_counting_15,42,0.64
geometric_shapes_1,1,0.32
geometric_shapes_1,2,0.38
geometric_shapes_1,3,0.26
geometric_shapes_1,4,0.28
geometric_shapes_1,5,0.14
geometric_shapes_1,6,0.44
geometric_shapes_1,7,0.38
geometric_shapes_1,8,0.38
geometric_shapes_1,9,0.32
geometric_shapes_1,10,0.42
geometric_shapes_1,11,0.46
geometric_shapes_1,12,0.3
geometric_shapes_1,13,0.36
geometric_shapes_1,14,0.2
geometric_shapes_1,15,0.38
geometric_shapes_1,16,0.4
geometric_shapes_1,17,0.46
geometric_shapes_1,18,0.42
geometric_shapes_1,19,0.36
geometric_shapes_1,20,0.42
geometric_shapes_1,21,0.48
geometric_shapes_1,22,0.2
geometric_shapes_1,23,0.42
geometric_shapes_1,24,0.4
geometric_shapes_1,25,0.36
geometric_shapes_1,26,0.32
geometric_shapes_1,27,0.36
geometric_shapes_1,28,0.36
geometric_shapes_1,29,0.34
geometric_shapes_1,30,0.4
geometric_shapes_1,31,0.34
geometric_shapes_1,32,0.32
geometric_shapes_1,33,0.36
geometric_shapes_1,34,0.34
geometric_shapes_1,35,0.12
geometric_shapes_1,36,0.34
geometric_shapes_1,37,0.34
geometric_shapes_1,38,0.34
geometric_shapes_1,39,0.34
geometric_shapes_1,40,0.32
geometric_shapes_1,41,0.42
geometric_shapes_1,42,0.4
geometric_shapes_1,43,0.42
geometric_shapes_1,44,0.36
geometric_shapes_1,45,0.42
geometric_shapes_1,46,0.4
geometric_shapes_1,47,0.4
geometric_shapes_1,48,0.3
geometric_shapes_1,49,0.5
geometric_shapes_1,50,0.44
geometric_shapes_1,51,0.36
geometric_shapes_1,52,0.14
geometric_shapes_1,53,0.4
geometric_shapes_1,54,0.26
geometric_shapes_1,55,0.42
geometric_shapes_1,56,0.36
geometric_shapes_1,57,0.42
geometric_shapes_1,58,0.34
geometric_shapes_1,59,0.4
geometric_shapes_1,60,0.38
